Fecha de Proceso,Operador,Estatus,P. Run,TIN,Folio TIN,Folio Logistica,Folio calidad,Cliente,Codigo cliente,Producto,Configuracion (Fito) prod,No de configuracion,Tipo de servicio,Dosis de proceso solicitada (kGy),Numero de tarima de TIN,Carrier,Etiqueta sistema,Etiqueta interna,Tarimas por TIN,Tratamiento,Dosis proceso,N° Lados,N° pases,kGy por pase,Factor K,Corriente (A),Velocidad UBC,Inicio carga conveyor,Fin descarga conveyor,Tiempo proceso,Desviaciones,Registro
18-ago-27,Operador_04,Completado,10162,TIN_000106,20106,40106,50106,Cliente_013,CLI013,Producto_015,Configuracion_003,30003,Fitosanitario 150 Gy,0.22,15,3,SYS_001579,TAG_001579,15,MODE_A - Config demo,0.22,2,1,0.22,2.5,2.4,27.273,11:48:00 a.m.,1:05:00 p.m.,01:17:00,,Operador_04
16-ago-27,Operador_01,Completado,10163,TIN_000107,20107,40107,50107,Cliente_001,CLI001,Producto_015,Configuracion_004,30004,Desbacterizacion (Alimento mascotas),1.5,1,1,SYS_001580,TAG_001580,17,MODE_B - Config demo,1.5,2,1,1.5,0.025,8.0,0.133,9:52:00 a.m.,10:47:00 a.m.,00:55:00,Desviacion_demo_10163,Operador_01
16-ago-27,Operador_02,Completado,10163,TIN_000107,20107,40107,50107,Cliente_001,CLI001,Producto_015,Configuracion_004,30004,Desbacterizacion (Alimento mascotas),1.5,2,2,SYS_001581,TAG_001581,17,MODE_B - Config demo,1.5,2,1,1.5,0.025,8.0,0.133,9:52:00 a.m.,10:47:00 a.m.,00:55:00,Desviacion_demo_10163,Operador_05
16-ago-27,Operador_05,Completado,10163,TIN_000107,20107,40107,50107,Cliente_001,CLI001,Producto_015,Configuracion_004,30004,Desbacterizacion (Alimento mascotas),1.5,3,3,SYS_001582,TAG_001582,17,MODE_B - Config demo,1.5,2,1,1.5,0.025,8.0,0.133,9:52:00 a.m.,10:47:00 a.m.,00:55:00,Desviacion_demo_10163,Operador_04
16-ago-27,Operador_03,Completado,10163,TIN_000107,20107,40107,50107,Cliente_001,CLI001,Producto_015,Configuracion_004,30004,Desbacterizacion (Alimento mascotas),1.5,4,4,SYS_001583,TAG_001583,17,MODE_B - Config demo,1.5,2,1,1.5,0.025,8.0,0.133,9:52:00 a.m.,10:47:00 a.m.,00:55:00,Desviacion_demo_10163,Operador_04
16-ago-27,Operador_02,Completado,10163,TIN_000107,20107,40107,50107,Cliente_001,CLI001,Producto_015,Configuracion_004,30004,Desbacterizacion (Alimento mascotas),1.5,5,5,SYS_001584,TAG_001584,17,MODE_B - Config demo,1.5,2,1,1.5,0.025,8.0,0.133,9:52:00 a.m.,10:47:00 a.m.,00:55:00,Desviacion_demo_10163,Operador_05
16-ago-27,Operador_04,Completado,10163,TIN_000107,20107,40107,50107,Cliente_001,CLI001,Producto_015,Configuracion_004,30004,Desbacterizacion (Alimento mascotas),1.5,6,6,SYS_001585,TAG_001585,17,MODE_B - Config demo,1.5,2,1,1.5,0.025,8.0,0.133,9:52:00 a.m.,10:47:00 a.m.,00:55:00,Desviacion_demo_10163,Operador_03
16-ago-27,Operador_03,Completado,10163,TIN_000107,20107,40107,50107,Cliente_001,CLI001,Producto_015,Configuracion_004,30004,Desbacterizacion (Alimento mascotas),1.5,7,7,SYS_001586,TAG_001586,17,MODE_B - Config demo,1.5,2,1,1.5,0.025,8.0,0.133,9:52:00 a.m.,10:47:00 a.m.,00:55:00,Desviacion_demo_10163,Operador_04
16-ago-27,Operador_03,Completado,10163,TIN_000107,20107,40107,50107,Cliente_001,CLI001,Producto_015,Configuracion_004,30004,Desbacterizacion (Alimento mascotas),1.5,8,8,SYS_001587,TAG_001587,17,MODE_B - Config demo,1.5,2,1,1.5,0.025,8.0,0.133,9:52:00 a.m.,10:47:00 a.m.,00:55:00,Desviacion_demo_10163,Operador_04
16-ago-27,Operador_03,Completado,10163,TIN_000107,20107,40107,50107,Cliente_001,CLI001,Producto_015,Configuracion_004,30004,Desbacterizacion (Alimento mascotas),1.5,9,9,SYS_001588,TAG_001588,17,MODE_B - Config demo,1.5,2,1,1.5,0.025,8.0,0.133,9:52:00 a.m.,10:47:00 a.m.,00:55:00,Desviacion_demo_10163,Operador_02
16-ago-27,Operador_02,Completado,10164,TIN_000107,20107,40107,50107,Cliente_001,CLI001,Producto_015,Configuracion_004,30004,Desbacterizacion (Alimento mascotas),1.5,10,1,SYS_001589,TAG_001589,17,MODE_A - Config demo,1.5,2,1,1.5,2.5,2.4,4.0,6:04:00 a.m.,6:53:00 a.m.,00:49:00,,Operador_01
16-ago-27,Operador_04,Completado,10164,TIN_000107,20107,40107,50107,Cliente_001,CLI001,Producto_015,Configuracion_004,30004,Desbacterizacion (Alimento mascotas),1.5,11,2,SYS_001590,TAG_001590,17,MODE_A - Config demo,1.5,2,1,1.5,2.5,2.4,4.0,6:04:00 a.m.,6:53:00 a.m.,00:49:00,,Operador_02
16-ago-27,Operador_04,Completado,10164,TIN_000107,20107,40107,50107,Cliente_001,CLI001,Producto_015,Configuracion_004,30004,Desbacterizacion (Alimento mascotas),1.5,12,3,SYS_001591,TAG_001591,17,MODE_A - Config demo,1.5,2,1,1.5,2.5,2.4,4.0,6:04:00 a.m.,6:53:00 a.m.,00:49:00,,Operador_02
16-ago-27,Operador_04,Completado,10164,TIN_000107,20107,40107,50107,Cliente_001,CLI001,Producto_015,Configuracion_004,30004,Desbacterizacion (Alimento mascotas),1.5,13,4,SYS_001592,TAG_001592,17,MODE_A - Config demo,1.5,2,1,1.5,2.5,2.4,4.0,6:04:00 a.m.,6:53:00 a.m.,00:49:00,,Operador_04
16-ago-27,Operador_02,Completado,10164,TIN_000107,20107,40107,50107,Cliente_001,CLI001,Producto_015,Configuracion_004,30004,Desbacterizacion (Alimento mascotas),1.5,14,5,SYS_001593,TAG_001593,17,MODE_A - Config demo,1.5,2,1,1.5,2.5,2.4,4.0,6:04:00 a.m.,6:53:00 a.m.,00:49:00,,Operador_04
16-ago-27,Operador_05,Completado,10164,TIN_000107,20107,40107,50107,Cliente_001,CLI001,Producto_015,Configuracion_004,30004,Desbacterizacion (Alimento mascotas),1.5,15,6,SYS_001594,TAG_001594,17,MODE_A - Config demo,1.5,2,1,1.5,2.5,2.4,4.0,6:04:00 a.m.,6:53:00 a.m.,00:49:00,,Operador_05
16-ago-27,Operador_02,Completado,10164,TIN_000107,20107,40107,50107,Cliente_001,CLI001,Producto_015,Configuracion_004,30004,Desbacterizacion (Alimento mascotas),1.5,16,7,SYS_001595,TAG_001595,17,MODE_A - Config demo,1.5,2,1,1.5,2.5,2.4,4.0,6:04:00 a.m.,6:53:00 a.m.,00:49:00,,Operador_02
16-ago-27,Operador_02,Completado,10164,TIN_000107,20107,40107,50107,Cliente_001,CLI001,Producto_015,Configuracion_004,30004,Desbacterizacion (Alimento mascotas),1.5,17,8,SYS_001596,TAG_001596,17,MODE_A - Config demo,1.5,2,1,1.5,2.5,2.4,4.0,6:04:00 a.m.,6:53:00 a.m.,00:49:00,,Operador_01
01-ago-27,Operador_03,Completado,10165,TIN_000108,20108,40108,50108,Cliente_017,CLI017,Producto_002,Configuracion_005,30005,Desbacterizacion (Otros Y protocolos),4.0,1,1,SYS_001597,TAG_001597,6,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,10:38:00 a.m.,11:22:00 a.m.,00:44:00,,Operador_01
01-ago-27,Operador_01,Completado,10165,TIN_000108,20108,40108,50108,Cliente_017,CLI017,Producto_002,Configuracion_005,30005,Desbacterizacion (Otros Y protocolos),4.0,2,2,SYS_001598,TAG_001598,6,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,10:38:00 a.m.,11:22:00 a.m.,00:44:00,,Operador_04
01-ago-27,Operador_03,Completado,10166,TIN_000108,20108,40108,50108,Cliente_017,CLI017,Producto_002,Configuracion_005,30005,Desbacterizacion (Otros Y protocolos),4.0,3,1,SYS_001599,TAG_001599,6,MODE_B - Config demo,2.0,2,2,2.0,0.025,8.0,0.1,1:31:00 p.m.,2:18:00 p.m.,00:47:00,,Operador_03
01-ago-27,Operador_05,Completado,10166,TIN_000108,20108,40108,50108,Cliente_017,CLI017,Producto_002,Configuracion_005,30005,Desbacterizacion (Otros Y protocolos),4.0,4,2,SYS_001600,TAG_001600,6,MODE_B - Config demo,2.0,2,2,2.0,0.025,8.0,0.1,1:31:00 p.m.,2:18:00 p.m.,00:47:00,,Operador_05
01-ago-27,Operador_01,Completado,10167,TIN_000108,20108,40108,50108,Cliente_017,CLI017,Producto_002,Configuracion_005,30005,Desbacterizacion (Otros Y protocolos),4.0,5,1,SYS_001601,TAG_001601,6,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,9:23:00 a.m.,10:02:00 a.m.,00:39:00,,Operador_04
01-ago-27,Operador_01,Completado,10167,TIN_000108,20108,40108,50108,Cliente_017,CLI017,Producto_002,Configuracion_005,30005,Desbacterizacion (Otros Y protocolos),4.0,6,2,SYS_001602,TAG_001602,6,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,9:23:00 a.m.,10:02:00 a.m.,00:39:00,,Operador_05
07-ago-27,Operador_03,Completado,10168,TIN_000109,20109,40109,50109,Cliente_018,CLI018,Producto_007,Configuracion_006,30006,Fitosanitario 150 Gy,0.22,1,1,SYS_001603,TAG_001603,8,MODE_B - Config demo,0.22,2,1,0.22,0.025,8.0,0.909,11:26:00 a.m.,12:24:00 p.m.,00:58:00,,Operador_01
07-ago-27,Operador_05,Completado,10168,TIN_000109,20109,40109,50109,Cliente_018,CLI018,Producto_007,Configuracion_006,30006,Fitosanitario 150 Gy,0.22,2,2,SYS_001604,TAG_001604,8,MODE_B - Config demo,0.22,2,1,0.22,0.025,8.0,0.909,11:26:00 a.m.,12:24:00 p.m.,00:58:00,,Operador_02
07-ago-27,Operador_04,Completado,10168,TIN_000109,20109,40109,50109,Cliente_018,CLI018,Producto_007,Configuracion_006,30006,Fitosanitario 150 Gy,0.22,3,3,SYS_001605,TAG_001605,8,MODE_B - Config demo,0.22,2,1,0.22,0.025,8.0,0.909,11:26:00 a.m.,12:24:00 p.m.,00:58:00,,Operador_04
07-ago-27,Operador_01,Completado,10168,TIN_000109,20109,40109,50109,Cliente_018,CLI018,Producto_007,Configuracion_006,30006,Fitosanitario 150 Gy,0.22,4,4,SYS_001606,TAG_001606,8,MODE_B - Config demo,0.22,2,1,0.22,0.025,8.0,0.909,11:26:00 a.m.,12:24:00 p.m.,00:58:00,,Operador_04
07-ago-27,Operador_04,Completado,10168,TIN_000109,20109,40109,50109,Cliente_018,CLI018,Producto_007,Configuracion_006,30006,Fitosanitario 150 Gy,0.22,5,5,SYS_001607,TAG_001607,8,MODE_B - Config demo,0.22,2,1,0.22,0.025,8.0,0.909,11:26:00 a.m.,12:24:00 p.m.,00:58:00,,Operador_01
07-ago-27,Operador_03,Completado,10168,TIN_000109,20109,40109,50109,Cliente_018,CLI018,Producto_007,Configuracion_006,30006,Fitosanitario 150 Gy,0.22,6,6,SYS_001608,TAG_001608,8,MODE_B - Config demo,0.22,2,1,0.22,0.025,8.0,0.909,11:26:00 a.m.,12:24:00 p.m.,00:58:00,,Operador_01
07-ago-27,Operador_03,Completado,10168,TIN_000109,20109,40109,50109,Cliente_018,CLI018,Producto_007,Configuracion_006,30006,Fitosanitario 150 Gy,0.22,7,7,SYS_001609,TAG_001609,8,MODE_B - Config demo,0.22,2,1,0.22,0.025,8.0,0.909,11:26:00 a.m.,12:24:00 p.m.,00:58:00,,Operador_01
07-ago-27,Operador_02,Completado,10168,TIN_000109,20109,40109,50109,Cliente_018,CLI018,Producto_007,Configuracion_006,30006,Fitosanitario 150 Gy,0.22,8,8,SYS_001610,TAG_001610,8,MODE_B - Config demo,0.22,2,1,0.22,0.025,8.0,0.909,11:26:00 a.m.,12:24:00 p.m.,00:58:00,,Operador_05
05-ago-27,Operador_03,Completado,10169,TIN_000110,20110,40110,50110,Cliente_019,CLI019,Producto_005,Configuracion_007,30007,Desbacterizacion (Otros Y protocolos),4.0,1,1,SYS_001611,TAG_001611,15,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,7:38:00 a.m.,8:24:00 a.m.,00:46:00,,Operador_02
05-ago-27,Operador_03,Completado,10169,TIN_000110,20110,40110,50110,Cliente_019,CLI019,Producto_005,Configuracion_007,30007,Desbacterizacion (Otros Y protocolos),4.0,2,2,SYS_001612,TAG_001612,15,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,7:38:00 a.m.,8:24:00 a.m.,00:46:00,,Operador_04
05-ago-27,Operador_05,Completado,10169,TIN_000110,20110,40110,50110,Cliente_019,CLI019,Producto_005,Configuracion_007,30007,Desbacterizacion (Otros Y protocolos),4.0,3,3,SYS_001613,TAG_001613,15,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,7:38:00 a.m.,8:24:00 a.m.,00:46:00,,Operador_03
05-ago-27,Operador_01,Completado,10169,TIN_000110,20110,40110,50110,Cliente_019,CLI019,Producto_005,Configuracion_007,30007,Desbacterizacion (Otros Y protocolos),4.0,4,4,SYS_001614,TAG_001614,15,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,7:38:00 a.m.,8:24:00 a.m.,00:46:00,,Operador_03
05-ago-27,Operador_01,Completado,10169,TIN_000110,20110,40110,50110,Cliente_019,CLI019,Producto_005,Configuracion_007,30007,Desbacterizacion (Otros Y protocolos),4.0,5,5,SYS_001615,TAG_001615,15,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,7:38:00 a.m.,8:24:00 a.m.,00:46:00,,Operador_04
05-ago-27,Operador_03,Completado,10170,TIN_000110,20110,40110,50110,Cliente_019,CLI019,Producto_005,Configuracion_007,30007,Desbacterizacion (Otros Y protocolos),4.0,6,1,SYS_001616,TAG_001616,15,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,7:29:00 a.m.,8:12:00 a.m.,00:43:00,Desviacion_demo_10170,Operador_03
05-ago-27,Operador_01,Completado,10170,TIN_000110,20110,40110,50110,Cliente_019,CLI019,Producto_005,Configuracion_007,30007,Desbacterizacion (Otros Y protocolos),4.0,7,2,SYS_001617,TAG_001617,15,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,7:29:00 a.m.,8:12:00 a.m.,00:43:00,Desviacion_demo_10170,Operador_04
05-ago-27,Operador_05,Completado,10170,TIN_000110,20110,40110,50110,Cliente_019,CLI019,Producto_005,Configuracion_007,30007,Desbacterizacion (Otros Y protocolos),4.0,8,3,SYS_001618,TAG_001618,15,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,7:29:00 a.m.,8:12:00 a.m.,00:43:00,Desviacion_demo_10170,Operador_03
05-ago-27,Operador_03,Completado,10170,TIN_000110,20110,40110,50110,Cliente_019,CLI019,Producto_005,Configuracion_007,30007,Desbacterizacion (Otros Y protocolos),4.0,9,4,SYS_001619,TAG_001619,15,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,7:29:00 a.m.,8:12:00 a.m.,00:43:00,Desviacion_demo_10170,Operador_02
05-ago-27,Operador_02,Completado,10170,TIN_000110,20110,40110,50110,Cliente_019,CLI019,Producto_005,Configuracion_007,30007,Desbacterizacion (Otros Y protocolos),4.0,10,5,SYS_001620,TAG_001620,15,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,7:29:00 a.m.,8:12:00 a.m.,00:43:00,Desviacion_demo_10170,Operador_01
05-ago-27,Operador_02,Completado,10171,TIN_000110,20110,40110,50110,Cliente_019,CLI019,Producto_005,Configuracion_007,30007,Desbacterizacion (Otros Y protocolos),4.0,11,1,SYS_001621,TAG_001621,15,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,6:19:00 a.m.,7:10:00 a.m.,00:51:00,,Operador_05
05-ago-27,Operador_01,Completado,10171,TIN_000110,20110,40110,50110,Cliente_019,CLI019,Producto_005,Configuracion_007,30007,Desbacterizacion (Otros Y protocolos),4.0,12,2,SYS_001622,TAG_001622,15,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,6:19:00 a.m.,7:10:00 a.m.,00:51:00,,Operador_01
05-ago-27,Operador_02,Completado,10171,TIN_000110,20110,40110,50110,Cliente_019,CLI019,Producto_005,Configuracion_007,30007,Desbacterizacion (Otros Y protocolos),4.0,13,3,SYS_001623,TAG_001623,15,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,6:19:00 a.m.,7:10:00 a.m.,00:51:00,,Operador_05
05-ago-27,Operador_05,Completado,10171,TIN_000110,20110,40110,50110,Cliente_019,CLI019,Producto_005,Configuracion_007,30007,Desbacterizacion (Otros Y protocolos),4.0,14,4,SYS_001624,TAG_001624,15,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,6:19:00 a.m.,7:10:00 a.m.,00:51:00,,Operador_04
05-ago-27,Operador_04,Completado,10171,TIN_000110,20110,40110,50110,Cliente_019,CLI019,Producto_005,Configuracion_007,30007,Desbacterizacion (Otros Y protocolos),4.0,15,5,SYS_001625,TAG_001625,15,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,6:19:00 a.m.,7:10:00 a.m.,00:51:00,,Operador_04
03-ago-27,Operador_05,Completado,10172,TIN_000111,20111,40111,50111,Cliente_004,CLI004,Producto_010,Configuracion_008,30008,Desbacterizacion (Chiles secos),4.0,1,1,SYS_001626,TAG_001626,12,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,6:51:00 p.m.,8:03:00 p.m.,01:12:00,,Operador_04
03-ago-27,Operador_03,Completado,10172,TIN_000111,20111,40111,50111,Cliente_004,CLI004,Producto_010,Configuracion_008,30008,Desbacterizacion (Chiles secos),4.0,2,2,SYS_001627,TAG_001627,12,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,6:51:00 p.m.,8:03:00 p.m.,01:12:00,,Operador_01
03-ago-27,Operador_05,Completado,10172,TIN_000111,20111,40111,50111,Cliente_004,CLI004,Producto_010,Configuracion_008,30008,Desbacterizacion (Chiles secos),4.0,3,3,SYS_001628,TAG_001628,12,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,6:51:00 p.m.,8:03:00 p.m.,01:12:00,,Operador_01
03-ago-27,Operador_04,Completado,10172,TIN_000111,20111,40111,50111,Cliente_004,CLI004,Producto_010,Configuracion_008,30008,Desbacterizacion (Chiles secos),4.0,4,4,SYS_001629,TAG_001629,12,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,6:51:00 p.m.,8:03:00 p.m.,01:12:00,,Operador_02
03-ago-27,Operador_04,Completado,10172,TIN_000111,20111,40111,50111,Cliente_004,CLI004,Producto_010,Configuracion_008,30008,Desbacterizacion (Chiles secos),4.0,5,5,SYS_001630,TAG_001630,12,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,6:51:00 p.m.,8:03:00 p.m.,01:12:00,,Operador_01
03-ago-27,Operador_05,Completado,10172,TIN_000111,20111,40111,50111,Cliente_004,CLI004,Producto_010,Configuracion_008,30008,Desbacterizacion (Chiles secos),4.0,6,6,SYS_001631,TAG_001631,12,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,6:51:00 p.m.,8:03:00 p.m.,01:12:00,,Operador_03
03-ago-27,Operador_03,Completado,10172,TIN_000111,20111,40111,50111,Cliente_004,CLI004,Producto_010,Configuracion_008,30008,Desbacterizacion (Chiles secos),4.0,7,7,SYS_001632,TAG_001632,12,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,6:51:00 p.m.,8:03:00 p.m.,01:12:00,,Operador_05
03-ago-27,Operador_01,Completado,10172,TIN_000111,20111,40111,50111,Cliente_004,CLI004,Producto_010,Configuracion_008,30008,Desbacterizacion (Chiles secos),4.0,8,8,SYS_001633,TAG_001633,12,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,6:51:00 p.m.,8:03:00 p.m.,01:12:00,,Operador_04
03-ago-27,Operador_03,Completado,10172,TIN_000111,20111,40111,50111,Cliente_004,CLI004,Producto_010,Configuracion_008,30008,Desbacterizacion (Chiles secos),4.0,9,9,SYS_001634,TAG_001634,12,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,6:51:00 p.m.,8:03:00 p.m.,01:12:00,,Operador_04
03-ago-27,Operador_04,Completado,10172,TIN_000111,20111,40111,50111,Cliente_004,CLI004,Producto_010,Configuracion_008,30008,Desbacterizacion (Chiles secos),4.0,10,10,SYS_001635,TAG_001635,12,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,6:51:00 p.m.,8:03:00 p.m.,01:12:00,,Operador_05
03-ago-27,Operador_02,Completado,10172,TIN_000111,20111,40111,50111,Cliente_004,CLI004,Producto_010,Configuracion_008,30008,Desbacterizacion (Chiles secos),4.0,11,11,SYS_001636,TAG_001636,12,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,6:51:00 p.m.,8:03:00 p.m.,01:12:00,,Operador_02
03-ago-27,Operador_04,Completado,10172,TIN_000111,20111,40111,50111,Cliente_004,CLI004,Producto_010,Configuracion_008,30008,Desbacterizacion (Chiles secos),4.0,12,12,SYS_001637,TAG_001637,12,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,6:51:00 p.m.,8:03:00 p.m.,01:12:00,,Operador_03
22-ago-27,Operador_04,Completado,10173,TIN_000112,20112,40112,50112,Cliente_008,CLI008,Producto_014,Configuracion_001,30001,Desbacterizacion (Alimento mascotas),1.5,1,1,SYS_001638,TAG_001638,11,MODE_B - Config demo,0.75,2,2,0.75,0.025,8.0,0.267,3:21:00 p.m.,4:12:00 p.m.,00:51:00,,Operador_02
22-ago-27,Operador_05,Completado,10173,TIN_000112,20112,40112,50112,Cliente_008,CLI008,Producto_014,Configuracion_001,30001,Desbacterizacion (Alimento mascotas),1.5,2,2,SYS_001639,TAG_001639,11,MODE_B - Config demo,0.75,2,2,0.75,0.025,8.0,0.267,3:21:00 p.m.,4:12:00 p.m.,00:51:00,,Operador_03
22-ago-27,Operador_04,Completado,10173,TIN_000112,20112,40112,50112,Cliente_008,CLI008,Producto_014,Configuracion_001,30001,Desbacterizacion (Alimento mascotas),1.5,3,3,SYS_001640,TAG_001640,11,MODE_B - Config demo,0.75,2,2,0.75,0.025,8.0,0.267,3:21:00 p.m.,4:12:00 p.m.,00:51:00,,Operador_03
22-ago-27,Operador_01,Completado,10173,TIN_000112,20112,40112,50112,Cliente_008,CLI008,Producto_014,Configuracion_001,30001,Desbacterizacion (Alimento mascotas),1.5,4,4,SYS_001641,TAG_001641,11,MODE_B - Config demo,0.75,2,2,0.75,0.025,8.0,0.267,3:21:00 p.m.,4:12:00 p.m.,00:51:00,,Operador_04
22-ago-27,Operador_04,Completado,10173,TIN_000112,20112,40112,50112,Cliente_008,CLI008,Producto_014,Configuracion_001,30001,Desbacterizacion (Alimento mascotas),1.5,5,5,SYS_001642,TAG_001642,11,MODE_B - Config demo,0.75,2,2,0.75,0.025,8.0,0.267,3:21:00 p.m.,4:12:00 p.m.,00:51:00,,Operador_01
22-ago-27,Operador_05,Completado,10173,TIN_000112,20112,40112,50112,Cliente_008,CLI008,Producto_014,Configuracion_001,30001,Desbacterizacion (Alimento mascotas),1.5,6,6,SYS_001643,TAG_001643,11,MODE_B - Config demo,0.75,2,2,0.75,0.025,8.0,0.267,3:21:00 p.m.,4:12:00 p.m.,00:51:00,,Operador_01
22-ago-27,Operador_03,Completado,10174,TIN_000112,20112,40112,50112,Cliente_008,CLI008,Producto_014,Configuracion_001,30001,Desbacterizacion (Alimento mascotas),1.5,7,1,SYS_001644,TAG_001644,11,MODE_B - Config demo,1.5,2,1,1.5,0.025,8.0,0.133,4:25:00 p.m.,5:15:00 p.m.,00:50:00,,Operador_03
22-ago-27,Operador_05,Completado,10174,TIN_000112,20112,40112,50112,Cliente_008,CLI008,Producto_014,Configuracion_001,30001,Desbacterizacion (Alimento mascotas),1.5,8,2,SYS_001645,TAG_001645,11,MODE_B - Config demo,1.5,2,1,1.5,0.025,8.0,0.133,4:25:00 p.m.,5:15:00 p.m.,00:50:00,,Operador_03
22-ago-27,Operador_02,Completado,10174,TIN_000112,20112,40112,50112,Cliente_008,CLI008,Producto_014,Configuracion_001,30001,Desbacterizacion (Alimento mascotas),1.5,9,3,SYS_001646,TAG_001646,11,MODE_B - Config demo,1.5,2,1,1.5,0.025,8.0,0.133,4:25:00 p.m.,5:15:00 p.m.,00:50:00,,Operador_02
22-ago-27,Operador_03,Completado,10174,TIN_000112,20112,40112,50112,Cliente_008,CLI008,Producto_014,Configuracion_001,30001,Desbacterizacion (Alimento mascotas),1.5,10,4,SYS_001647,TAG_001647,11,MODE_B - Config demo,1.5,2,1,1.5,0.025,8.0,0.133,4:25:00 p.m.,5:15:00 p.m.,00:50:00,,Operador_04
22-ago-27,Operador_05,Completado,10174,TIN_000112,20112,40112,50112,Cliente_008,CLI008,Producto_014,Configuracion_001,30001,Desbacterizacion (Alimento mascotas),1.5,11,5,SYS_001648,TAG_001648,11,MODE_B - Config demo,1.5,2,1,1.5,0.025,8.0,0.133,4:25:00 p.m.,5:15:00 p.m.,00:50:00,,Operador_03
05-ago-27,Operador_04,Completado,10175,TIN_000113,20113,40113,50113,Cliente_016,CLI016,Producto_012,Configuracion_002,30002,Desbacterizacion (Otros Y protocolos),3.0,1,1,SYS_001649,TAG_001649,6,MODE_B - Config demo,1.5,2,2,1.5,0.025,8.0,0.133,7:52:00 p.m.,8:41:00 p.m.,00:49:00,,Operador_01
05-ago-27,Operador_01,Completado,10175,TIN_000113,20113,40113,50113,Cliente_016,CLI016,Producto_012,Configuracion_002,30002,Desbacterizacion (Otros Y protocolos),3.0,2,2,SYS_001650,TAG_001650,6,MODE_B - Config demo,1.5,2,2,1.5,0.025,8.0,0.133,7:52:00 p.m.,8:41:00 p.m.,00:49:00,,Operador_02
05-ago-27,Operador_05,Completado,10175,TIN_000113,20113,40113,50113,Cliente_016,CLI016,Producto_012,Configuracion_002,30002,Desbacterizacion (Otros Y protocolos),3.0,3,3,SYS_001651,TAG_001651,6,MODE_B - Config demo,1.5,2,2,1.5,0.025,8.0,0.133,7:52:00 p.m.,8:41:00 p.m.,00:49:00,,Operador_02
05-ago-27,Operador_05,Completado,10176,TIN_000113,20113,40113,50113,Cliente_016,CLI016,Producto_012,Configuracion_002,30002,Desbacterizacion (Otros Y protocolos),3.0,4,1,SYS_001652,TAG_001652,6,MODE_B - Config demo,1.5,2,2,1.5,0.025,8.0,0.133,6:10:00 a.m.,6:44:00 a.m.,00:34:00,,Operador_05
05-ago-27,Operador_04,Completado,10176,TIN_000113,20113,40113,50113,Cliente_016,CLI016,Producto_012,Configuracion_002,30002,Desbacterizacion (Otros Y protocolos),3.0,5,2,SYS_001653,TAG_001653,6,MODE_B - Config demo,1.5,2,2,1.5,0.025,8.0,0.133,6:10:00 a.m.,6:44:00 a.m.,00:34:00,,Operador_05
05-ago-27,Operador_05,Completado,10176,TIN_000113,20113,40113,50113,Cliente_016,CLI016,Producto_012,Configuracion_002,30002,Desbacterizacion (Otros Y protocolos),3.0,6,3,SYS_001654,TAG_001654,6,MODE_B - Config demo,1.5,2,2,1.5,0.025,8.0,0.133,6:10:00 a.m.,6:44:00 a.m.,00:34:00,,Operador_03
